"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
2,"h",545000,5.9,1,1,0,59,1970,"Moreland City Council",-37.7711,144.9487,"Northern Metropolitan","7082"
4,"h",1205000,5.9,2,2,518,160,1980,"Moreland City Council",-37.7606,144.9499,"Northern Metropolitan","7082"
4,"h",1601000,11.7,2,1,863,165,1940,"Monash City Council",-37.8539,145.1127,"Southern Metropolitan","5678"
5,"h",1225000,11.7,1,2,633,182,1960,"Monash City Council",-37.8557,145.1285,"Southern Metropolitan","5678"
3,"u",835000,7.8,1,1,112,85,1960,"Boroondara City Council",-37.8378,145.0949,"Southern Metropolitan","8920"
5,"h",2450000,3.2,3,2,268,253.94336054271,1942.29816934863,"Melbourne City Council",-37.7915,144.9737,"Northern Metropolitan","3106"
3,"u",577000,11.4,1,1,0,84,1965,"Glen Eira City Council",-37.8866,145.0561,"Southern Metropolitan","7822"
2,"u",742500,8.1,2,1,0,85,2011,"Glen Eira City Council",-37.8607,145.0116,"Southern Metropolitan","6923"
2,"h",997000,9.3,1,2,311,154.232239895949,1961.84820925284,"Glen Eira City Council",-37.8895,145.0229,"Southern Metropolitan","5051"
2,"u",490000,9.3,1,1,0,61,1960,"Glen Eira City Council",-37.8906,145.0259,"Southern Metropolitan","5051"
2,"h",1650000,3.4,1,1,118,186.712840421938,1946.1536219314,"Yarra City Council",-37.7933,144.9926,"Northern Metropolitan","2954"
3,"h",990000,7.8,1,3,414,153.1,1930,"Darebin City Council",-37.7432,144.9573,"Northern Metropolitan","11204"
6,"h",1455000,7.8,3,4,768,285,1997,"Darebin City Council",-37.7397,144.9603,"Northern Metropolitan","11204"
3,"h",1250000,7.8,2,2,500,148,1900,"Darebin City Council",-37.7382,144.9653,"Northern Metropolitan","11204"
3,"h",710000,7.8,1,1,160,120,1978.94849884678,"Darebin City Council",-37.7411,144.9657,"Northern Metropolitan","11204"
5,"h",1790000,7.8,3,2,635,108,1920,"Darebin City Council",-37.7516,144.9593,"Northern Metropolitan","11204"
2,"u",650000,7.8,1,1,136,81,1975,"Darebin City Council",-37.7449,144.9754,"Northern Metropolitan","11204"
3,"t",720000,7.8,2,2,531,112,2016,"Darebin City Council",-37.7424,144.9571,"Northern Metropolitan","11204"
3,"t",720000,7.8,2,2,531,112,2016,"Darebin City Council",-37.7424,144.9571,"Northern Metropolitan","11204"
3,"h",1700000,13.9,2,2,820,190.301531183721,1945.70109880683,"Manningham City Council",-37.7803,145.1248,"Eastern Metropolitan","9028"
3,"h",1355000,13.9,1,1,814,120,1965,"Manningham City Council",-37.7909,145.1309,"Eastern Metropolitan","9028"
4,"h",1880000,13.9,2,2,814,204.812159643832,1945.11145800836,"Manningham City Council",-37.7859,145.12,"Eastern Metropolitan","9028"
4,"h",1545000,13.9,3,2,647,180.016587020273,1947.81218583544,"Manningham City Council",-37.7819,145.1184,"Eastern Metropolitan","9028"
4,"h",1955000,13.9,2,2,1033,211.200721636644,1945.39249152942,"Manningham City Council",-37.7929,145.1184,"Eastern Metropolitan","9028"
1,"u",426500,8,1,1,62,53,1960,"Moonee Valley City Council",-37.7578,144.9134,"Western Metropolitan","9264"
2,"u",445000,12.4,1,1,196,93.2672318642148,1984.78862342721,"Hume City Council",-37.6956,144.9656,"Northern Metropolitan","5070"
3,"h",730000,12.4,1,2,638,136.001850426439,1977.66069636132,"Hume City Council",-37.6952,144.9613,"Northern Metropolitan","5070"
2,"h",725000,12.4,1,2,606,135.524267026013,1977.98879239895,"Hume City Council",-37.709,144.9646,"Northern Metropolitan","5070"
3,"h",668000,12.4,1,1,540,129.399171662278,1981.40063149361,"Hume City Council",-37.6992,144.9739,"Northern Metropolitan","5070"
2,"u",328000,12.4,1,1,0,67,1970,"Hume City Council",-37.7071,144.9644,"Northern Metropolitan","5070"
3,"t",543500,12.4,3,3,247,103,2011,"Hume City Council",-37.7133,144.975,"Northern Metropolitan","5070"
2,"h",1055000,3.5,1,0,192,85.2,1910,"Moreland City Council",-37.7793,144.9879,"Northern Metropolitan","6244"
1,"h",950000,3.5,1,0,138,151.548301301793,1964.04513518711,"Moreland City Council",-37.7759,144.9823,"Northern Metropolitan","6244"
2,"h",1060000,4.4,1,0,209,75,1890,"Melbourne City Council",-37.7846,144.9347,"Northern Metropolitan","3593"
3,"h",917000,4.4,1,0,143,136,1890,"Melbourne City Council",-37.7868,144.9336,"Northern Metropolitan","3593"
2,"h",882000,6.4,1,0,172,80,1900,"Maribyrnong City Council",-37.7936,144.8905,"Western Metropolitan","7570"
3,"h",895000,6.4,1,2,272,106,1920,"Maribyrnong City Council",-37.7977,144.904,"Western Metropolitan","7570"
2,"u",910000,9.2,1,1,157,97,1970,"Boroondara City Council",-37.8499,145.0814,"Southern Metropolitan","10412"
3,"t",1315000,9.2,2,2,184,168.884946944061,1953.06709775659,"Boroondara City Council",-37.8644,145.063,"Southern Metropolitan","10412"
3,"u",590000,13,2,2,0,118,2009,"Moreland City Council",-37.7074,144.9266,"Northern Metropolitan","8870"
3,"t",680000,13,2,2,243,133,2014,"Moreland City Council",-37.7116,144.9357,"Northern Metropolitan","8870"
3,"h",935000,13,1,2,666,176,1960,"Moreland City Council",-37.7015,144.9191,"Northern Metropolitan","8870"
3,"t",720000,13,2,3,300,135.037346594184,2013,"Moreland City Council",-37.7098,144.9266,"Northern Metropolitan","8870"
3,"t",630000,12.1,2,1,240,124.583369284227,1983.22773881385,"Moreland City Council",-37.7114,144.9396,"Northern Metropolitan","2606"
2,"u",860000,13.7,1,1,90,90,1962,"Bayside City Council",-37.9354,144.9994,"Southern Metropolitan","5454"
3,"h",1475000,13.7,1,2,251,176.124100271184,1949.2615526298,"Bayside City Council",-37.9411,145.0011,"Southern Metropolitan","5454"
2,"h",840000,13.7,1,2,171,144.618167828265,1970.3263918771,"Bayside City Council",-37.9358,144.9996,"Southern Metropolitan","5454"
2,"u",1175000,14.5,1.63263743326534,1.7524563218868,517.76700995126,163.201979213112,1956.9868420949,"Bayside City Council",-37.9353,145.0261,"Southern Metropolitan","2356"
2,"u",555000,7.5,1,2,0,64,1970,"Boroondara City Council",-37.8254,145.0474,"Southern Metropolitan","6482"
2,"u",532000,7.5,1,1,0,109.378287118387,1985.71621544932,"Boroondara City Council",-37.8244,145.0517,"Southern Metropolitan","6482"
3,"u",630000,10.5,2,1,0,123,2015,"Banyule City Council",-37.7502,145.0465,"Eastern Metropolitan","2947"
4,"h",725000,9.4,1,2,585,135.524267026013,1977.98879239895,"Banyule City Council",-37.7469,145.0448,"Eastern Metropolitan","2674"
2,"h",720000,13,1,2,795,135.037346594184,1978.31299898793,"Monash City Council",-37.9087,145.0799,"Southern Metropolitan","3145"
3,"t",1060000,7.9,0,0,219,157.640650004777,1980,"Banyule City Council",-37.7679,145.0466,"Eastern Metropolitan","5549"
4,"h",646000,15,2,2,658,198,1980,"Brimbank City Council",-37.7358,144.8217,"Western Metropolitan","1202"
3,"h",570000,15,1,2,557,115.731885541366,1985.18278569083,"Brimbank City Council",-37.7279,144.8224,"Western Metropolitan","1202"
2,"t",570000,12.8,2,2,55,115.731885541366,1985.18278569083,"Brimbank City Council",-37.7388,144.8767,"Western Metropolitan","5629"
4,"h",885000,12.8,2,2,814,147.558250316441,1967.56852499473,"Brimbank City Council",-37.7317,144.8619,"Western Metropolitan","5629"
3,"h",860000,7.8,1,3,555,168,1940,"Maribyrnong City Council",-37.8083,144.8754,"Western Metropolitan","1808"
4,"t",838000,9.2,2,2,294,194,1970.45506937508,"Maribyrnong City Council",-37.7844,144.8758,"Western Metropolitan","3873"
3,"h",930000,9.2,1,2,660,88,1955,"Maribyrnong City Council",-37.7851,144.8654,"Western Metropolitan","3873"
2,"h",2245000,7.4,2.15435869428263,2.00922775590527,637.777393248021,236.190316231337,1942.3045686601,"Stonnington City Council",-37.8502,145.0386,"Southern Metropolitan","4675"
3,"h",1220000,11.2,1,2,446,134,1980,"Stonnington City Council",-37.8784,145.0654,"Southern Metropolitan","8801"
4,"h",1465000,11.2,2,2,559,175.603300194622,1949.46783642881,"Stonnington City Council",-37.873,145.0665,"Southern Metropolitan","8801"
5,"h",1620000,8.7,3,2,601,274,2001,"Maribyrnong City Council",-37.7637,144.8843,"Western Metropolitan","4918"
4,"h",1190000,8.7,3,2,224,205,2015,"Maribyrnong City Council",-37.7641,144.8885,"Western Metropolitan","4918"
4,"h",2365000,11.8,2,2,636,246.751539056292,1920,"Boroondara City Council",-37.8127,145.107,"Eastern Metropolitan","2079"
2,"u",542000,6.9,2,1,0,82,2004,"Moonee Valley City Council",-37.7679,144.9245,"Western Metropolitan","6232"
3,"h",1240000,6.9,2,2,275,106,1880,"Moonee Valley City Council",-37.767,144.9108,"Western Metropolitan","6232"
4,"h",955000,6.9,2,3,431,246,1910,"Moonee Valley City Council",-37.7615,144.9094,"Western Metropolitan","6232"
3,"t",1410000,6.9,3,2,256,172.914284648453,1950.65208601,"Moonee Valley City Council",-37.7685,144.9294,"Western Metropolitan","6232"
2,"u",586000,12.1,2,1,0,75,2013,"Glen Eira City Council",-37.8882,145.0666,"Southern Metropolitan","4442"
2,"u",926000,12.1,1,2,308,150.115221933153,2008,"Glen Eira City Council",-37.8907,145.0761,"Southern Metropolitan","4442"
4,"h",2337000,8.4,2,3,580,222,1890,"Hobsons Bay City Council",-37.8477,144.8903,"Western Metropolitan","5498"
3,"h",1370000,8.4,1,3,752,171.127930737807,1951.59183113686,"Hobsons Bay City Council",-37.8481,144.8721,"Western Metropolitan","5498"
2,"h",1070000,8.4,1,3,480,158.160851577561,1959.36224169584,"Hobsons Bay City Council",-37.8431,144.8919,"Western Metropolitan","5498"
3,"h",1075000,8.4,1,0,452,146,1950,"Hobsons Bay City Council",-37.8402,144.8886,"Western Metropolitan","5498"
3,"h",1100000,8.4,1,6,761,159.682106690614,1958.61551866697,"Hobsons Bay City Council",-37.8464,144.865,"Western Metropolitan","5498"
3,"t",800000,11.2,2,2,202,151,2015,"Moonee Valley City Council",-37.7418,144.8833,"Western Metropolitan","2291"
3,"h",1450000,11.2,1,1,650,174.840740752379,1949.77931271932,"Moonee Valley City Council",-37.7368,144.8886,"Western Metropolitan","2291"
3,"u",500000,11.2,1,1,1218,94,2012,"Moonee Valley City Council",-37.736,144.8886,"Western Metropolitan","2291"
1,"h",1405000,11.2,1,0,649,172.68350985104,1950.7654899701,"Moonee Valley City Council",-37.7356,144.8799,"Western Metropolitan","2291"
2,"h",1050000,5.5,1,1,181,85,1925,"Darebin City Council",-37.7659,144.9903,"Northern Metropolitan","11364"
2,"h",1290000,5.5,1,0,259,167.91548573964,1953.81934313068,"Darebin City Council",-37.7741,145.0073,"Northern Metropolitan","11364"
2,"u",471250,5.5,1,1,1000,98.3012896865144,1985.40514897084,"Darebin City Council",-37.7836,145.0139,"Northern Metropolitan","11364"
3,"h",1235000,5.5,1,1,534,127,1960,"Darebin City Council",-37.7677,145.0142,"Northern Metropolitan","11364"
4,"h",1250000,11.5,2,3,568,166.335630185263,1955.05298811665,"Moreland City Council",-37.7136,144.927,"Northern Metropolitan","2651"
3,"u",648000,11.5,1,1,0,94,1998,"Moreland City Council",-37.7188,144.9243,"Northern Metropolitan","2651"
4,"h",1600000,14,3,4,691,213,1950,"Monash City Council",-37.8999,145.0993,"Southern Metropolitan","3224"
4,"h",1840000,14,2,2,598,222,1900,"Monash City Council",-37.898,145.0928,"Southern Metropolitan","3224"
1,"u",311500,11.8,1,1,0,66.7745978508915,1978.00110700723,"Glen Eira City Council",-37.9032,145.0455,"Southern Metropolitan","3578"
5,"h",958000,9.9,2,2,706,166,1950,"Moreland City Council",-37.7328,144.9281,"Northern Metropolitan","7485"
3,"h",770000,9.9,1,1,603,139.500531742361,1974.96020986464,"Moreland City Council",-37.7186,144.9318,"Northern Metropolitan","7485"
2,"u",1110000,3.8,2,1,0,160.174849606932,1958.38708377153,"Melbourne City Council",-37.8427,144.9378,"Southern Metropolitan","8648"
2,"u",2250000,3.8,2,2,0,236.632637963962,1942.22625298467,"Melbourne City Council",-37.8444,144.9421,"Southern Metropolitan","8648"
4,"h",2700000,3.8,3,2,317,156,1900,"Melbourne City Council",-37.8346,144.9358,"Southern Metropolitan","8648"
4,"h",1375000,3.8,1,1,190,171.343633343809,1951.46976348649,"Melbourne City Council",-37.833,144.9377,"Southern Metropolitan","8648"
2,"u",600000,3.8,1,1,0,61,2005,"Melbourne City Council",-37.8443,144.9442,"Southern Metropolitan","8648"
3,"h",880000,4.5,1,0,249,147.238962087779,1967.86072793746,"Stonnington City Council",-37.859,145.0038,"Southern Metropolitan","7717"
2,"u",475000,4.5,1,1,0,99.0106870506084,1985.46856767211,"Stonnington City Council",-37.8519,144.9948,"Southern Metropolitan","7717"
2,"u",888000,4.5,1,1,0,147.749078690973,1967.39496100273,"Stonnington City Council",-37.849,145.0088,"Southern Metropolitan","7717"
3,"h",690000,8.8,1,2,581,90,1960,"Darebin City Council",-37.7536,145.0191,"Northern Metropolitan","14577"
2,"h",630000,8.8,1,1,319,124.583369284227,1955,"Darebin City Council",-37.7442,144.9958,"Northern Metropolitan","14577"
3,"h",1100000,8.8,2,4,637,124,1950,"Darebin City Council",-37.7344,145.0208,"Northern Metropolitan","14577"
3,"h",1055000,8.8,1,2,575,157.37820058098,1959.7858812967,"Darebin City Council",-37.7288,144.9849,"Northern Metropolitan","14577"
2,"u",560000,8.8,1,2,196,114.11138478009,1985.37674347607,"Darebin City Council",-37.7362,144.9885,"Northern Metropolitan","14577"
1,"u",385000,8.8,1,1,896,65,2011,"Darebin City Council",-37.7316,145.0201,"Northern Metropolitan","14577"
2,"h",1025000,11.2,2,1,715,155.772770718642,1960.75900147474,"Darebin City Council",-37.7302,145.0129,"Northern Metropolitan","21650"
2,"u",505000,11.2,1,1,110,1,1960,"Darebin City Council",-37.7216,145.0099,"Northern Metropolitan","21650"
2,"u",630000,2.6,2,1,3512,124.583369284227,2011,"Yarra City Council",-37.8183,144.9979,"Northern Metropolitan","14949"
2,"h",1210000,2.6,1,0,178,164.694549539507,1956.15590037666,"Yarra City Council",-37.8226,145.0064,"Northern Metropolitan","14949"
1,"h",911000,2.6,1,0,126,77,1900,"Yarra City Council",-37.8259,145.0107,"Northern Metropolitan","14949"
3,"h",1590000,2.6,1,1,318,182.748528695805,1946.97372414651,"Yarra City Council",-37.8225,145.0096,"Northern Metropolitan","14949"
2,"u",615000,11.4,1,1,190,105,1980,"Banyule City Council",-37.7437,145.0729,"Eastern Metropolitan","3540"
3,"h",940000,11.4,2,2,581,150.957382537595,1964.55763307831,"Banyule City Council",-37.7399,145.0681,"Eastern Metropolitan","3540"
3,"u",710000,2.1,2,2,0,150,2001,"Port Phillip City Council",-37.8319,144.9682,"Southern Metropolitan","5943"
2,"t",880000,3.3,2,2,512.750709437483,147.238962087779,1967.86072793746,"Melbourne City Council",-37.8437,144.9869,"Southern Metropolitan","14887"
1,"u",390500,3.3,1,0,775,46,1960,"Melbourne City Council",-37.8354,144.984,"Southern Metropolitan","14887"
3,"u",2050000,3.3,2,2,3197,219.330789278542,1945.55609336838,"Melbourne City Council",-37.8446,144.9844,"Southern Metropolitan","14887"
2,"u",595000,3.3,1,2,0,119.605651053905,1984.52683038305,"Melbourne City Council",-37.8447,145.0037,"Southern Metropolitan","14887"
2,"u",902000,6.1,1,1,18,148.632363121955,1966.60138399161,"Port Phillip City Council",-37.8624,144.9823,"Southern Metropolitan","13240"
3,"u",1190000,6.1,1,1,460,140,1955,"Port Phillip City Council",-37.8623,144.9772,"Southern Metropolitan","13240"
2,"h",920000,6.1,1,0,190,149.748806901509,1965.61508322851,"Port Phillip City Council",-37.8579,144.9844,"Southern Metropolitan","13240"
2,"u",482000,6.1,1,1,0,54,2004,"Port Phillip City Council",-37.857,144.9867,"Southern Metropolitan","13240"
4,"h",2260000,6.1,2,1,297,237.517309786589,1942.07544295914,"Port Phillip City Council",-37.8729,144.9794,"Southern Metropolitan","13240"
3,"h",710000,12.6,1,0,483,93.84,1950,"Brimbank City Council",-37.7875,144.8456,"Western Metropolitan","3755"
3,"h",840000,12.6,1,1,462,108,1930,"Brimbank City Council",-37.7894,144.8383,"Western Metropolitan","3755"
3,"h",660000,12.6,2,2,660,128.435496023239,1981.81874122711,"Brimbank City Council",-37.7954,144.8246,"Western Metropolitan","3755"
3,"h",692000,12.6,1,1,485,132.13387250072,1980.0462576231,"Brimbank City Council",-37.7868,144.8428,"Western Metropolitan","3755"
4,"h",775000,13.3,1,2,665,147,1980,"Brimbank City Council",-37.7662,144.8383,"Western Metropolitan","4217"
3,"h",490000,13.3,1,1,546,145,1960,"Brimbank City Council",-37.7676,144.8307,"Western Metropolitan","4217"
3,"t",521000,13.5,3,2,134,124.45,2008,"Brimbank City Council",-37.79,144.7886,"Western Metropolitan","6763"
3,"h",571000,13.5,1,1,757,100,1950,"Brimbank City Council",-37.7845,144.8088,"Western Metropolitan","6763"
2,"u",270000,13.5,0.995850760437248,0.894029341814997,353.644831300857,58.5054869240638,1975.42930981601,"Brimbank City Council",-37.7855,144.8151,"Western Metropolitan","6763"
3,"h",710000,13.5,1,4,990,134.035128474528,1978.94849884678,"Brimbank City Council",-37.7928,144.8068,"Western Metropolitan","6763"
4,"h",2370000,11.2,3,2,773,300,1900,"Boroondara City Council",-37.8263,145.0911,"Southern Metropolitan","5457"
5,"h",1775000,13.8,4,2,501,196.112714298108,1945.20447626883,"Manningham City Council",-37.762,145.1244,"Eastern Metropolitan","5420"
3,"u",880000,6.5,1,2,242,117,1995,"Darebin City Council",-37.7639,145.0135,"Northern Metropolitan","8870"
2,"t",960000,6.5,2,2,158,133,2007,"Darebin City Council",-37.7587,144.9881,"Northern Metropolitan","8870"
2,"h",1260000,6.5,1,0,317,96,1910,"Darebin City Council",-37.7606,144.9995,"Northern Metropolitan","8870"
2,"h",1100000,6.5,1,1,330,132,1930,"Darebin City Council",-37.7629,145.0165,"Northern Metropolitan","8870"
3,"h",895000,14.9,1,2,775,148.192223312919,1966.99495195442,"Banyule City Council",-37.7075,145.0807,"Northern Metropolitan","2329"
1,"u",185000,8.2,1,1,0,41.6503782341969,1970.2017378772,"Maribyrnong City Council",-37.798,144.8672,"Western Metropolitan","5058"
4,"h",1200000,8,3,2,183,191,2006,"Hobsons Bay City Council",-37.8566,144.8737,"Western Metropolitan","6380"
3,"h",1330000,8,2,2,184,169.476314145356,1952.63843219298,"Hobsons Bay City Council",-37.8629,144.8896,"Western Metropolitan","6380"
4,"h",1500000,8,3,2,450,177.466395198926,1948.74118532971,"Hobsons Bay City Council",-37.8617,144.8786,"Western Metropolitan","6380"
4,"h",1630000,8,2,2,260,185.348963093083,1946.38539505279,"Hobsons Bay City Council",-37.8657,144.8942,"Western Metropolitan","6380"
3,"h",1425000,7,3,2,305,220,2007,"Maribyrnong City Council",-37.8149,144.8942,"Western Metropolitan","6543"
3,"h",872500,7,1,2,189,85,1920,"Maribyrnong City Council",-37.8145,144.8808,"Western Metropolitan","6543"
4,"h",1455000,7,1,1,328,140,1920,"Maribyrnong City Council",-37.8097,144.8906,"Western Metropolitan","6543"
1,"u",331000,7,1,1,0,54,1970,"Maribyrnong City Council",-37.8105,144.8952,"Western Metropolitan","6543"
3,"h",950000,7,2,2,287,210.68,2002,"Maribyrnong City Council",-37.8233,144.8825,"Western Metropolitan","6543"
2,"h",1050000,2.5,1,0,129,128,1890,"Yarra City Council",-37.8099,145.0027,"Northern Metropolitan","4019"
2,"h",1242000,2.5,1,1,249,98,1940,"Yarra City Council",-37.8052,144.9963,"Northern Metropolitan","4019"
3,"h",1165000,2.5,2,0,92,114,1888,"Yarra City Council",-37.797,144.9957,"Northern Metropolitan","4019"
3,"h",985000,13.5,1,1,841,153.55976753836,1962.37056208377,"Moonee Valley City Council",-37.7251,144.8785,"Western Metropolitan","3464"
3,"h",510000,13.5,1,1,488,217,1960,"Moonee Valley City Council",-37.7191,144.8857,"Western Metropolitan","3464"
2,"u",480000,13.5,1,1,128,92,2009,"Moonee Valley City Council",-37.7216,144.8837,"Western Metropolitan","3464"
3,"h",1165000,13.8,1,2,700,162.757796229142,1957.20554757438,"Hobsons Bay City Council",-37.8707,144.8076,"Western Metropolitan","5301"
4,"h",1295000,13.8,1,2,725,168.108988519597,1953.66617349265,"Hobsons Bay City Council",-37.8678,144.816,"Western Metropolitan","5301"
4,"h",2085000,11,2,2,705,222.310686593422,1945.227210066,"Boroondara City Council",-37.8635,145.0895,"Southern Metropolitan","3052"
1,"u",490000,1.8,1,1,0,51,2009,"Melbourne City Council",-37.7998,144.9689,"Northern Metropolitan","6786"
2,"u",500000,1.8,1,1,4076,103.66235967977,1985.73915275845,"Melbourne City Council",-37.7941,144.9678,"Northern Metropolitan","6786"
5,"h",2710000,10.3,3,2,1001,268.81138112904,1930,"Banyule City Council",-37.7605,145.0593,"Eastern Metropolitan","1651"
2,"u",595000,8.5,1,1,0,119.605651053905,1984.52683038305,"Glen Eira City Council",-37.886,145.0008,"Southern Metropolitan","4898"
2,"u",632500,8.5,1,1,0,76,1968,"Glen Eira City Council",-37.8817,145.0032,"Southern Metropolitan","4898"
1,"u",490000,7.7,1,1,0,53,2002,"Port Phillip City Council",-37.8852,144.9877,"Southern Metropolitan","8989"
2,"h",1200000,1.6,1,0,63,164.275548149848,1900,"Yarra City Council",-37.8018,144.9825,"Northern Metropolitan","5825"
2,"u",681500,1.6,1,1,0,130.96594182808,1980.6559494148,"Yarra City Council",-37.7964,144.9839,"Northern Metropolitan","5825"
4,"h",970000,13.6,2,3,737,265,2010,"Moreland City Council",-37.7088,144.8938,"Western Metropolitan","1071"
3,"h",773000,14.5,2,2,650,150,1980,"Brimbank City Council",-37.724,144.8514,"Western Metropolitan","1119"
2,"h",1000000,4.2,1,0,159,154.399186462429,1961.72265535057,"Melbourne City Council",-37.7985,144.9307,"Northern Metropolitan","5263"
1,"u",380000,4.2,1,1,2592,80.4545884331773,1982.03088565086,"Melbourne City Council",-37.7961,144.9261,"Northern Metropolitan","5263"
4,"h",1817000,4.2,2,1,309,199.539659088766,1945.06984492342,"Melbourne City Council",-37.791,144.928,"Northern Metropolitan","5263"
3,"h",1630000,4.1,1,0,143,185.348963093083,1946.38539505279,"Port Phillip City Council",-37.8484,144.963,"Southern Metropolitan","2019"
3,"h",2250000,4.1,2,1,148,146,1890,"Port Phillip City Council",-37.8496,144.963,"Southern Metropolitan","2019"
2,"h",940000,2.3,1,0,89,65,1890,"Melbourne City Council",-37.9394,145.089,"Northern Metropolitan","6821"
3,"t",1320000,4.6,2,1,3,131,1970,"Stonnington City Council",-37.8474,145.0125,"Southern Metropolitan","7217"
3,"u",922500,4.6,1,2,4657,149.901865402357,1980,"Stonnington City Council",-37.8421,145.0237,"Southern Metropolitan","7217"
2,"u",760000,4.6,1,1,0,138.676545775097,1975.63873258682,"Stonnington City Council",-37.8359,145.0126,"Southern Metropolitan","7217"
3,"h",1045000,8.9,2,3,526,159,1990,"Hobsons Bay City Council",-37.855,144.8742,"Western Metropolitan","802"
1,"h",900000,5.1,1,1,160,148.506921647385,1930,"Port Phillip City Council",-37.8556,144.9885,"Southern Metropolitan","4380"
1,"u",350000,5.1,1,0,0,48,1975,"Port Phillip City Council",-37.8508,144.984,"Southern Metropolitan","4380"
5,"h",1060000,15,2,2,627,232,1960,"Banyule City Council",-37.7327,145.0804,"Northern Metropolitan","1369"
3,"h",984000,15,2,2,552,153.503373592608,1962.41545495127,"Banyule City Council",-37.7285,145.0851,"Northern Metropolitan","1369"
2,"u",490000,6.6,1,0,601,101.818999597038,1985.66221476065,"Port Phillip City Council",-37.8757,144.998,"Southern Metropolitan","2952"
1,"u",440000,6.6,1,0,0,92.2966840894083,1940,"Port Phillip City Council",-37.8686,144.9969,"Southern Metropolitan","2952"
1,"u",295000,1.9,1,1,0,63.4834460976963,2013,"Melbourne City Council",-37.8084,144.9473,"Northern Metropolitan","2230"
4,"h",1330000,9.1,2,2,273,169.476314145356,1952.63843219298,"Moonee Valley City Council",-37.7574,144.8959,"Western Metropolitan","1543"
3,"h",1700000,3.3,1,1,178,116,1910,"Port Phillip City Council",-37.8473,144.9495,"Southern Metropolitan","3280"
1,"u",320000,6.4,1,1,915,68.4715034679,1978.52461048986,"Darebin City Council",-37.7793,145.0327,"Northern Metropolitan","2211"
2,"h",1859000,6.3,2,3,311,203.043228665963,1945.07944036509,"Stonnington City Council",-37.8545,145.0219,"Southern Metropolitan","4836"
2,"t",1200000,6.3,2,1,189,164.275548149848,1956.40524231729,"Stonnington City Council",-37.8532,145.0259,"Southern Metropolitan","4836"
5,"h",2100000,5.9,3,3,468,274,1925,"Moonee Valley City Council",-37.7822,144.9065,"Western Metropolitan","6567"
3,"u",765000,10.5,2,1,292,150,2008,"Moonee Valley City Council",-37.7593,144.8561,"Western Metropolitan","4502"
3,"h",1110000,9.5,1,2,730,160.174849606932,1958.38708377153,"Banyule City Council",-37.754,145.0453,"Eastern Metropolitan","790"
2,"h",1402000,13,1,4,616,172.546044896999,1950.83401769403,"Glen Eira City Council",-37.9257,145.0469,"Southern Metropolitan","6795"
3,"h",1500000,13,1,2,657,177.466395198926,1948.74118532971,"Glen Eira City Council",-37.9318,145.0448,"Southern Metropolitan","6795"
3,"h",825000,13.9,1.50249953362101,1.75477009985647,508.793591916035,143.593342600676,1971.29954877009,"Glen Eira City Council",-37.9195,145.0686,"Southern Metropolitan","10969"
4,"h",1515000,13.9,3,2,635,200,1950,"Glen Eira City Council",-37.9107,145.0745,"Southern Metropolitan","10969"
2,"u",780000,13.1,1,1,171,80,2014,"Whitehorse City Council",-37.8158,145.1384,"Eastern Metropolitan","4605"
2,"h",610000,10.8,1,2,555,74,1950,"Maribyrnong City Council",-37.7854,144.8463,"Western Metropolitan","3589"
3,"h",1652000,5.2,1,2,506,196.8,1921,"Moreland City Council",-37.7723,144.9694,"Northern Metropolitan","11918"
2,"u",735000,5.2,1,2,173,77,1970,"Moreland City Council",-37.7586,144.9653,"Northern Metropolitan","11918"
3,"h",1210000,5.2,1,0,282,112,1900,"Moreland City Council",-37.7674,144.966,"Northern Metropolitan","11918"
2,"u",407500,5.9,1,1,1097,67,1970,"Moreland City Council",-37.7686,144.9421,"Northern Metropolitan","7082"
3,"t",670000,5.9,1,2,176,129.635968056478,2000,"Moreland City Council",-37.7597,144.9404,"Northern Metropolitan","7082"
2,"h",825000,5.9,1,0,207,77,1950,"Moreland City Council",-37.7622,144.9406,"Northern Metropolitan","7082"
3,"h",645000,5.9,3,1,131,109,2008,"Moreland City Council",-37.7559,144.9378,"Northern Metropolitan","7082"
3,"u",860000,11.8,1,1,0,110,1999,"Manningham City Council",-37.7769,145.088,"Eastern Metropolitan","4480"
2,"t",599900,11.8,1,2,135,76,1970,"Manningham City Council",-37.7787,145.0918,"Eastern Metropolitan","4480"
4,"h",1540000,11.8,2,2,780,179.724684301114,1947.91222302191,"Manningham City Council",-37.7766,145.1,"Eastern Metropolitan","4480"
4,"t",910000,11.8,2,2,190,133,2000,"Manningham City Council",-37.7664,145.0884,"Eastern Metropolitan","4480"
6,"h",1591000,11.7,2,2,665,209,1950,"Monash City Council",-37.8493,145.1283,"Southern Metropolitan","5678"
2,"u",580000,11.7,1,1,153,117.312434366947,1970,"Monash City Council",-37.8528,145.1318,"Southern Metropolitan","5678"
2,"u",605000,11.7,1,1,81,121.08148490989,1965,"Monash City Council",-37.8495,145.0999,"Southern Metropolitan","5678"
3,"h",1930000,7.8,1,2,643,116,1920,"Boroondara City Council",-37.8405,145.0924,"Southern Metropolitan","8920"
3,"h",2570000,7.8,2,1,766,262.579550457999,1944.20510051829,"Boroondara City Council",-37.8446,145.0735,"Southern Metropolitan","8920"
